id,type,poll_type,title,category,intro_text,description,published,expiry,modified,active,locked,options,places,votes
1,poll,person,Founder Members: Pre 1930,Pre 1930,<p>Select two players from the era before the first World Cup in 1930 to become founder members of the Hall.</p>,"<p>Read through the short introductions to each of the ten contenders and then at the bottom of the page vote for your favourite using the tick marks. Votes recorded here will be combined with polls of our Facecbook and Twitter followers so the players leading the way on the website may not necessarily be the ones who finish top of the poll. When voting is complete, the two players with the most votes after the polls are combined will be elected to the FootHall as founder members. The eight who are unsuccessful will remain eligible to be featured in future polls. Voting closes at the end of DD-MM-YYYY.</p>",05/09/2021 22:41,30/09/2021 23:59,05/09/2021 22:41,1,0,10,2,0
